id,timestamp,node_id,scheduled_trips,foot_traffic,ridership_volume,temp_c,humidity_pct,precip_mm,wind_speed_kmh,weather_condition,is_rain,congestion_score,risk_level,is_synthetic
164641,2026-03-29T04:00:00,MAA_CENTRAL_STATION,6,815,733,27.6,87,0.0,8.4,Humid / Overcast,0,25.4,LOW,1
164642,2026-03-29T05:00:00,MAA_CENTRAL_STATION,12,1265,1138,26.8,88,0.0,4.0,Humid / Overcast,0,22.8,LOW,1
164643,2026-03-29T06:00:00,MAA_CENTRAL_STATION,12,2988,1864,27.8,82,0.0,4.0,Humid / Overcast,0,41.8,MODERATE,1
164644,2026-03-29T07:00:00,MAA_CENTRAL_STATION,12,3727,2197,28.2,78,0.0,8.5,Sunny & Warm,0,50.2,MODERATE,1
164645,2026-03-29T08:00:00,MAA_CENTRAL_STATION,12,5044,1706,30.5,78,0.0,8.9,Sunny & Warm,0,49.4,MODERATE,1
164646,2026-03-29T09:00:00,MAA_CENTRAL_STATION,12,6754,1795,30.9,73,0.0,12.5,Sunny & Warm,0,59.0,MODERATE,1
164647,2026-03-29T10:00:00,MAA_CENTRAL_STATION,12,9977,2075,32.1,68,2.83,9.2,Thunderstorm / Rain,1,83.7,CRITICAL,1
164648,2026-03-29T11:00:00,MAA_CENTRAL_STATION,20,11759,3803,33.7,75,2.14,18.0,Thunderstorm / Rain,1,95.3,CRITICAL,1
164649,2026-03-29T12:00:00,MAA_CENTRAL_STATION,20,11169,2607,33.6,70,2.49,13.4,Thunderstorm / Rain,1,81.9,CRITICAL,1
164650,2026-03-29T13:00:00,MAA_CENTRAL_STATION,20,12068,3203,34.4,73,3.07,18.7,Thunderstorm / Rain,1,91.5,CRITICAL,1
164651,2026-03-29T14:00:00,MAA_CENTRAL_STATION,20,14189,3186,34.7,66,0.0,23.9,Coastal Sea Breeze,0,96.6,CRITICAL,1
164652,2026-03-29T15:00:00,MAA_CENTRAL_STATION,20,11979,2869,37.1,70,0.0,18.4,Coastal Sea Breeze,0,83.1,CRITICAL,1
164653,2026-03-29T16:00:00,MAA_CENTRAL_STATION,28,20497,4888,33.5,58,0.0,23.9,Coastal Sea Breeze,0,98.5,CRITICAL,1
164654,2026-03-29T17:00:00,MAA_CENTRAL_STATION,28,22687,4717,34.6,67,0.0,24.0,Coastal Sea Breeze,0,98.5,CRITICAL,1
164655,2026-03-29T18:00:00,MAA_CENTRAL_STATION,28,19359,5080,33.1,71,7.29,27.3,Monsoon Downpour,1,98.5,CRITICAL,1
164656,2026-03-29T19:00:00,MAA_CENTRAL_STATION,28,20698,3918,33.3,74,9.0,26.0,Monsoon Downpour,1,98.5,CRITICAL,1
164657,2026-03-29T20:00:00,MAA_CENTRAL_STATION,28,17429,3613,30.1,69,8.2,18.3,Monsoon Downpour,1,98.5,CRITICAL,1
164658,2026-03-29T21:00:00,MAA_CENTRAL_STATION,28,13805,3989,29.5,80,11.79,19.5,Monsoon Downpour,1,98.5,CRITICAL,1
164659,2026-03-29T22:00:00,MAA_CENTRAL_STATION,12,9922,1833,28.5,80,12.05,15.7,Monsoon Downpour,1,84.8,CRITICAL,1
164660,2026-03-29T23:00:00,MAA_CENTRAL_STATION,12,4625,1641,27.4,89,7.67,14.9,Monsoon Downpour,1,56.4,MODERATE,1
164661,2026-03-30T00:00:00,MAA_CENTRAL_STATION,6,649,584,27.7,85,0.0,10.8,Humid / Overcast,0,20.3,LOW,1
164662,2026-03-30T01:00:00,MAA_CENTRAL_STATION,6,741,666,26.7,93,0.0,8.2,Humid / Overcast,0,23.1,LOW,1
164663,2026-03-30T02:00:00,MAA_CENTRAL_STATION,6,839,755,25.3,78,0.0,7.8,Sunny & Warm,0,26.2,LOW,1
164664,2026-03-30T03:00:00,MAA_CENTRAL_STATION,6,962,865,27.1,91,0.0,4.0,Humid / Overcast,0,30.0,LOW,1
164665,2026-03-30T04:00:00,MAA_CENTRAL_STATION,6,1025,902,26.9,91,0.0,5.4,Humid / Overcast,0,31.4,LOW,1
164666,2026-03-30T05:00:00,MAA_CENTRAL_STATION,12,1691,1521,26.6,85,0.0,7.5,Humid / Overcast,0,30.5,LOW,1
164667,2026-03-30T06:00:00,MAA_CENTRAL_STATION,12,4718,1600,26.7,84,0.0,4.0,Humid / Overcast,0,46.3,MODERATE,1
164668,2026-03-30T07:00:00,MAA_CENTRAL_STATION,12,10428,2226,28.5,87,0.0,4.1,Sunny & Warm,0,83.0,CRITICAL,1
164669,2026-03-30T08:00:00,MAA_CENTRAL_STATION,32,18421,4425,30.5,80,0.0,4.2,Sunny & Warm,0,98.5,CRITICAL,1
164670,2026-03-30T09:00:00,MAA_CENTRAL_STATION,32,15012,5513,30.4,76,0.0,7.6,Sunny & Warm,0,98.5,CRITICAL,1
164671,2026-03-30T10:00:00,MAA_CENTRAL_STATION,32,12419,4581,31.4,76,0.0,10.0,Sunny & Warm,0,85.2,CRITICAL,1
164672,2026-03-30T11:00:00,MAA_CENTRAL_STATION,20,10044,3515,33.9,63,0.0,14.7,Sunny & Warm,0,79.5,HIGH,1
164673,2026-03-30T12:00:00,MAA_CENTRAL_STATION,20,7786,3287,34.9,64,0.0,13.0,Sunny & Warm,0,66.6,HIGH,1
164674,2026-03-30T13:00:00,MAA_CENTRAL_STATION,20,7769,3030,35.1,64,0.0,20.8,Hot Summer Spell,0,64.2,HIGH,1
164675,2026-03-30T14:00:00,MAA_CENTRAL_STATION,20,9108,3063,34.0,66,0.0,19.1,Coastal Sea Breeze,0,71.0,HIGH,1
164676,2026-03-30T15:00:00,MAA_CENTRAL_STATION,20,11184,3367,35.2,70,0.0,24.2,Coastal Sea Breeze,0,83.7,CRITICAL,1
164677,2026-03-30T16:00:00,MAA_CENTRAL_STATION,20,14849,3190,34.7,64,0.0,25.3,Coastal Sea Breeze,0,98.5,CRITICAL,1
164678,2026-03-30T17:00:00,MAA_CENTRAL_STATION,32,19059,5575,32.5,68,0.0,21.5,Coastal Sea Breeze,0,98.5,CRITICAL,1
164679,2026-03-30T18:00:00,MAA_CENTRAL_STATION,32,20248,6049,33.4,72,0.0,22.3,Sunny & Warm,0,98.5,CRITICAL,1
164680,2026-03-30T19:00:00,MAA_CENTRAL_STATION,32,20309,4854,31.6,62,0.0,22.1,Sunny & Warm,0,98.5,CRITICAL,1
164681,2026-03-30T20:00:00,MAA_CENTRAL_STATION,32,14936,5842,29.9,79,0.0,22.1,Sunny & Warm,0,98.5,CRITICAL,1
164682,2026-03-30T21:00:00,MAA_CENTRAL_STATION,12,8976,1831,30.5,82,0.0,13.7,Sunny & Warm,0,70.2,HIGH,1
164683,2026-03-30T22:00:00,MAA_CENTRAL_STATION,12,3494,1963,27.4,84,0.0,18.9,Sunny & Warm,0,45.7,MODERATE,1
164684,2026-03-30T23:00:00,MAA_CENTRAL_STATION,12,1164,1047,27.2,86,0.0,14.8,Sunny & Warm,0,21.0,LOW,1
164685,2026-03-31T00:00:00,MAA_CENTRAL_STATION,6,646,581,27.0,93,0.0,12.6,Humid / Overcast,0,20.2,LOW,1
164686,2026-03-31T01:00:00,MAA_CENTRAL_STATION,6,755,679,26.2,96,0.0,10.4,Humid / Overcast,0,23.6,LOW,1
164687,2026-03-31T02:00:00,MAA_CENTRAL_STATION,6,844,759,25.9,89,0.0,11.1,Humid / Overcast,0,26.3,LOW,1
164688,2026-03-31T03:00:00,MAA_CENTRAL_STATION,6,934,840,25.3,92,0.0,4.0,Humid / Overcast,0,29.2,LOW,1
164689,2026-03-31T04:00:00,MAA_CENTRAL_STATION,6,1035,931,25.1,89,0.0,4.0,Humid / Overcast,0,32.3,LOW,1
164690,2026-03-31T05:00:00,MAA_CENTRAL_STATION,12,1674,1506,26.6,87,0.0,7.4,Humid / Overcast,0,30.2,LOW,1
164691,2026-03-31T06:00:00,MAA_CENTRAL_STATION,12,4778,2147,28.6,89,0.0,6.7,Humid / Overcast,0,54.6,MODERATE,1
164692,2026-03-31T07:00:00,MAA_CENTRAL_STATION,12,10753,1795,29.3,85,0.0,10.0,Sunny & Warm,0,78.3,HIGH,1
164693,2026-03-31T08:00:00,MAA_CENTRAL_STATION,32,12168,4169,29.4,78,0.0,7.3,Sunny & Warm,0,81.7,CRITICAL,1
164694,2026-03-31T09:00:00,MAA_CENTRAL_STATION,32,18294,5207,31.5,72,9.87,11.4,Monsoon Downpour,1,98.5,CRITICAL,1
164695,2026-03-31T10:00:00,MAA_CENTRAL_STATION,32,15647,4172,32.2,73,16.28,12.6,Monsoon Downpour,1,98.5,CRITICAL,1
164696,2026-03-31T11:00:00,MAA_CENTRAL_STATION,20,9155,3021,33.9,73,0.0,15.4,Sunny & Warm,0,70.8,HIGH,1
164697,2026-03-31T12:00:00,MAA_CENTRAL_STATION,20,7516,2836,33.8,64,0.0,14.4,Sunny & Warm,0,61.3,HIGH,1
164698,2026-03-31T13:00:00,MAA_CENTRAL_STATION,20,7314,2669,35.0,57,0.0,18.5,Hot Summer Spell,0,58.8,MODERATE,1
164699,2026-03-31T14:00:00,MAA_CENTRAL_STATION,20,8931,3375,36.1,61,0.0,14.2,Hot Summer Spell,0,72.9,HIGH,1
164700,2026-03-31T15:00:00,MAA_CENTRAL_STATION,20,11259,3809,34.0,64,0.0,25.4,Coastal Sea Breeze,0,87.9,CRITICAL,1
164701,2026-03-31T16:00:00,MAA_CENTRAL_STATION,20,13639,2906,35.0,69,0.0,22.2,Coastal Sea Breeze,0,91.5,CRITICAL,1
164702,2026-03-31T17:00:00,MAA_CENTRAL_STATION,32,18147,4256,33.6,61,0.0,20.2,Coastal Sea Breeze,0,98.5,CRITICAL,1
164703,2026-03-31T18:00:00,MAA_CENTRAL_STATION,32,21581,4450,32.4,69,0.0,19.0,Sunny & Warm,0,98.5,CRITICAL,1
164704,2026-03-31T19:00:00,MAA_CENTRAL_STATION,32,20615,4608,29.7,79,0.0,19.9,Sunny & Warm,0,98.5,CRITICAL,1
164705,2026-03-31T20:00:00,MAA_CENTRAL_STATION,32,15694,4669,31.1,76,0.0,22.8,Sunny & Warm,0,98.5,CRITICAL,1
164706,2026-03-31T21:00:00,MAA_CENTRAL_STATION,12,9148,2102,28.6,79,0.0,18.7,Sunny & Warm,0,75.0,HIGH,1
164707,2026-03-31T22:00:00,MAA_CENTRAL_STATION,12,3859,1726,28.0,90,0.0,16.0,Sunny & Warm,0,44.0,MODERATE,1
164708,2026-03-31T23:00:00,MAA_CENTRAL_STATION,12,1172,1054,28.4,79,0.0,17.1,Sunny & Warm,0,21.1,LOW,1
164709,2026-04-01T00:00:00,MAA_CENTRAL_STATION,6,682,613,29.5,91,0.0,9.7,Humid / Overcast,0,21.3,LOW,1
164710,2026-04-01T01:00:00,MAA_CENTRAL_STATION,6,774,696,28.2,88,0.0,7.4,Humid / Overcast,0,24.2,LOW,1
164711,2026-04-01T02:00:00,MAA_CENTRAL_STATION,6,824,741,28.7,96,5.26,5.2,Thunderstorm / Rain,1,35.7,MODERATE,1
164712,2026-04-01T03:00:00,MAA_CENTRAL_STATION,6,903,785,29.4,87,4.18,8.0,Thunderstorm / Rain,1,37.4,MODERATE,1
164713,2026-04-01T04:00:00,MAA_CENTRAL_STATION,6,1104,993,29.3,85,5.9,4.0,Thunderstorm / Rain,1,44.5,MODERATE,1
164714,2026-04-01T05:00:00,MAA_CENTRAL_STATION,12,1643,1478,29.9,91,5.02,6.4,Thunderstorm / Rain,1,39.6,MODERATE,1
164715,2026-04-01T06:00:00,MAA_CENTRAL_STATION,12,5601,1985,31.1,84,5.77,7.9,Thunderstorm / Rain,1,66.2,HIGH,1
164716,2026-04-01T07:00:00,MAA_CENTRAL_STATION,12,12099,1977,34.2,83,2.88,7.0,Thunderstorm / Rain,1,92.5,CRITICAL,1
164717,2026-04-01T08:00:00,MAA_CENTRAL_STATION,32,13353,5213,35.1,75,0.0,10.3,Hot Summer Spell,0,93.2,CRITICAL,1
164718,2026-04-01T09:00:00,MAA_CENTRAL_STATION,32,14688,4886,34.1,73,0.0,7.8,Sunny & Warm,0,97.9,CRITICAL,1
164719,2026-04-01T10:00:00,MAA_CENTRAL_STATION,32,13187,4749,35.0,76,0.0,16.0,Hot Summer Spell,0,89.9,CRITICAL,1
164720,2026-04-01T11:00:00,MAA_CENTRAL_STATION,20,9543,2589,36.2,69,0.0,12.9,Hot Summer Spell,0,68.9,HIGH,1
164721,2026-04-01T12:00:00,MAA_CENTRAL_STATION,20,6982,3451,36.1,63,9.31,17.9,Monsoon Downpour,1,74.1,HIGH,1
164722,2026-04-01T13:00:00,MAA_CENTRAL_STATION,20,6523,3683,36.0,62,7.7,19.6,Monsoon Downpour,1,73.9,HIGH,1
164723,2026-04-01T14:00:00,MAA_CENTRAL_STATION,20,6905,2787,36.8,64,8.68,22.2,Monsoon Downpour,1,67.9,HIGH,1
164724,2026-04-01T15:00:00,MAA_CENTRAL_STATION,20,8618,3592,37.8,56,7.16,19.9,Monsoon Downpour,1,83.3,CRITICAL,1
164725,2026-04-01T16:00:00,MAA_CENTRAL_STATION,20,14829,3553,36.2,66,0.0,21.1,Coastal Sea Breeze,0,98.5,CRITICAL,1
164726,2026-04-01T17:00:00,MAA_CENTRAL_STATION,32,18097,6002,36.6,73,0.0,23.2,Coastal Sea Breeze,0,98.5,CRITICAL,1
164727,2026-04-01T18:00:00,MAA_CENTRAL_STATION,32,20970,5641,34.8,69,0.0,22.1,Sunny & Warm,0,98.5,CRITICAL,1
164728,2026-04-01T19:00:00,MAA_CENTRAL_STATION,32,20801,5944,33.3,78,0.0,22.2,Sunny & Warm,0,98.5,CRITICAL,1
164729,2026-04-01T20:00:00,MAA_CENTRAL_STATION,32,15424,5930,32.1,83,0.0,21.1,Sunny & Warm,0,98.5,CRITICAL,1
164730,2026-04-01T21:00:00,MAA_CENTRAL_STATION,12,9010,1544,31.5,84,0.0,16.7,Sunny & Warm,0,66.2,HIGH,1
164731,2026-04-01T22:00:00,MAA_CENTRAL_STATION,12,3603,1976,31.9,82,0.0,11.2,Sunny & Warm,0,46.4,MODERATE,1
164732,2026-04-01T23:00:00,MAA_CENTRAL_STATION,12,1119,1007,28.1,91,0.0,11.7,Sunny & Warm,0,20.2,LOW,1
164733,2026-04-02T00:00:00,MAA_CENTRAL_STATION,6,643,578,29.0,91,0.0,10.4,Humid / Overcast,0,20.1,LOW,1
164734,2026-04-02T01:00:00,MAA_CENTRAL_STATION,6,714,642,29.0,91,0.0,15.6,Humid / Overcast,0,22.3,LOW,1
164735,2026-04-02T02:00:00,MAA_CENTRAL_STATION,6,831,747,28.6,94,0.0,6.9,Humid / Overcast,0,25.9,LOW,1
164736,2026-04-02T03:00:00,MAA_CENTRAL_STATION,6,881,792,27.4,96,0.0,5.6,Humid / Overcast,0,27.5,LOW,1
164737,2026-04-02T04:00:00,MAA_CENTRAL_STATION,6,981,882,30.3,86,0.0,4.0,Humid / Overcast,0,30.6,LOW,1
164738,2026-04-02T05:00:00,MAA_CENTRAL_STATION,12,1619,1457,29.1,89,0.0,8.9,Humid / Overcast,0,29.2,LOW,1
164739,2026-04-02T06:00:00,MAA_CENTRAL_STATION,12,4717,2167,30.7,86,0.0,4.0,Humid / Overcast,0,54.6,MODERATE,1
164740,2026-04-02T07:00:00,MAA_CENTRAL_STATION,12,10077,1598,31.4,78,0.0,5.2,Sunny & Warm,0,72.1,HIGH,1
164741,2026-04-02T08:00:00,MAA_CENTRAL_STATION,32,11829,6035,33.7,76,0.0,7.6,Sunny & Warm,0,90.4,CRITICAL,1
164742,2026-04-02T09:00:00,MAA_CENTRAL_STATION,32,14584,5638,33.2,77,0.0,9.5,Sunny & Warm,0,98.5,CRITICAL,1
164743,2026-04-02T10:00:00,MAA_CENTRAL_STATION,32,12666,5239,35.1,72,0.0,8.3,Hot Summer Spell,0,90.0,CRITICAL,1
164744,2026-04-02T11:00:00,MAA_CENTRAL_STATION,20,9703,3720,35.2,69,0.0,16.8,Hot Summer Spell,0,79.6,HIGH,1
164745,2026-04-02T12:00:00,MAA_CENTRAL_STATION,20,10862,3159,36.9,72,0.0,16.8,Hot Summer Spell,0,80.3,CRITICAL,1
164746,2026-04-02T13:00:00,MAA_CENTRAL_STATION,20,5937,2712,38.0,67,0.0,18.1,Hot Summer Spell,0,52.6,MODERATE,1
164747,2026-04-02T14:00:00,MAA_CENTRAL_STATION,20,7046,3306,37.6,64,0.0,21.1,Coastal Sea Breeze,0,63.1,HIGH,1
164748,2026-04-02T15:00:00,MAA_CENTRAL_STATION,20,8178,3039,37.6,57,0.0,23.4,Coastal Sea Breeze,0,66.3,HIGH,1
164749,2026-04-02T16:00:00,MAA_CENTRAL_STATION,20,15063,3792,37.0,62,0.0,23.7,Coastal Sea Breeze,0,98.5,CRITICAL,1
164750,2026-04-02T17:00:00,MAA_CENTRAL_STATION,32,25699,6082,36.3,68,0.0,25.6,Coastal Sea Breeze,0,98.5,CRITICAL,1
164751,2026-04-02T18:00:00,MAA_CENTRAL_STATION,32,21343,5230,35.4,66,0.0,22.5,Hot Summer Spell,0,98.5,CRITICAL,1
164752,2026-04-02T19:00:00,MAA_CENTRAL_STATION,32,19935,5167,35.6,74,0.0,21.6,Hot Summer Spell,0,98.5,CRITICAL,1
164753,2026-04-02T20:00:00,MAA_CENTRAL_STATION,32,15509,5381,33.5,75,0.0,20.9,Sunny & Warm,0,98.5,CRITICAL,1
164754,2026-04-02T21:00:00,MAA_CENTRAL_STATION,12,9348,2228,30.8,81,0.0,20.6,Sunny & Warm,0,77.9,HIGH,1
164755,2026-04-02T22:00:00,MAA_CENTRAL_STATION,12,3869,1680,31.2,84,0.0,16.6,Sunny & Warm,0,43.3,MODERATE,1
164756,2026-04-02T23:00:00,MAA_CENTRAL_STATION,12,1089,980,28.8,89,0.0,8.7,Sunny & Warm,0,19.6,LOW,1
164757,2026-04-03T00:00:00,MAA_CENTRAL_STATION,6,649,584,30.0,90,0.0,14.3,Humid / Overcast,0,20.3,LOW,1
164758,2026-04-03T01:00:00,MAA_CENTRAL_STATION,6,755,679,27.9,91,0.0,7.4,Humid / Overcast,0,23.6,LOW,1
164759,2026-04-03T02:00:00,MAA_CENTRAL_STATION,6,863,776,27.5,91,0.0,6.0,Humid / Overcast,0,26.9,LOW,1
164760,2026-04-03T03:00:00,MAA_CENTRAL_STATION,6,893,803,28.7,87,0.0,4.0,Humid / Overcast,0,27.9,LOW,1
164761,2026-04-03T04:00:00,MAA_CENTRAL_STATION,6,961,864,29.4,94,0.0,4.0,Humid / Overcast,0,30.0,LOW,1
164762,2026-04-03T05:00:00,MAA_CENTRAL_STATION,12,1760,1556,28.8,82,0.0,6.4,Humid / Overcast,0,31.3,LOW,1
164763,2026-04-03T06:00:00,MAA_CENTRAL_STATION,12,4892,1651,30.3,90,0.0,6.2,Humid / Overcast,0,47.9,MODERATE,1
164764,2026-04-03T07:00:00,MAA_CENTRAL_STATION,12,10092,1828,31.0,83,0.0,4.0,Sunny & Warm,0,75.6,HIGH,1
164765,2026-04-03T08:00:00,MAA_CENTRAL_STATION,32,12499,4655,34.3,91,0.0,4.5,Sunny & Warm,0,86.0,CRITICAL,1
164766,2026-04-03T09:00:00,MAA_CENTRAL_STATION,32,16219,5866,34.4,67,0.0,10.5,Sunny & Warm,0,98.5,CRITICAL,1
164767,2026-04-03T10:00:00,MAA_CENTRAL_STATION,32,13043,6030,36.1,76,0.0,6.2,Hot Summer Spell,0,96.2,CRITICAL,1
164768,2026-04-03T11:00:00,MAA_CENTRAL_STATION,20,9805,2876,36.0,61,0.0,13.6,Hot Summer Spell,0,72.7,HIGH,1
164769,2026-04-03T12:00:00,MAA_CENTRAL_STATION,20,6168,3335,37.3,65,0.0,12.1,Hot Summer Spell,0,59.2,MODERATE,1
164770,2026-04-03T13:00:00,MAA_CENTRAL_STATION,20,6150,3419,37.4,67,0.0,15.7,Hot Summer Spell,0,59.8,MODERATE,1
164771,2026-04-03T14:00:00,MAA_CENTRAL_STATION,20,6529,3419,37.5,61,0.0,20.5,Coastal Sea Breeze,0,61.6,HIGH,1
164772,2026-04-03T15:00:00,MAA_CENTRAL_STATION,20,8890,3548,38.3,65,0.0,24.4,Coastal Sea Breeze,0,74.2,HIGH,1
164773,2026-04-03T16:00:00,MAA_CENTRAL_STATION,20,15541,3278,34.3,59,0.0,29.9,Coastal Sea Breeze,0,98.5,CRITICAL,1
164774,2026-04-03T17:00:00,MAA_CENTRAL_STATION,32,18061,4922,36.6,73,0.0,22.6,Coastal Sea Breeze,0,98.5,CRITICAL,1
164775,2026-04-03T18:00:00,MAA_CENTRAL_STATION,32,21700,4532,33.8,67,0.0,23.1,Sunny & Warm,0,98.5,CRITICAL,1
164776,2026-04-03T19:00:00,MAA_CENTRAL_STATION,32,21016,4125,35.2,67,0.0,24.1,Hot Summer Spell,0,98.5,CRITICAL,1
164777,2026-04-03T20:00:00,MAA_CENTRAL_STATION,32,15279,4991,33.6,70,0.0,18.7,Sunny & Warm,0,98.5,CRITICAL,1
164778,2026-04-03T21:00:00,MAA_CENTRAL_STATION,12,8369,1803,31.0,77,0.0,21.7,Sunny & Warm,0,66.9,HIGH,1
164779,2026-04-03T22:00:00,MAA_CENTRAL_STATION,12,3771,2013,30.5,83,0.0,18.8,Sunny & Warm,0,47.8,MODERATE,1
164780,2026-04-03T23:00:00,MAA_CENTRAL_STATION,12,1128,1015,28.8,87,0.0,16.8,Sunny & Warm,0,20.3,LOW,1
164781,2026-04-04T00:00:00,MAA_CENTRAL_STATION,6,700,630,29.9,93,0.0,14.9,Humid / Overcast,0,21.9,LOW,1
164782,2026-04-04T01:00:00,MAA_CENTRAL_STATION,6,749,674,28.5,90,0.0,7.3,Humid / Overcast,0,23.4,LOW,1
164783,2026-04-04T02:00:00,MAA_CENTRAL_STATION,6,713,641,28.3,90,0.0,6.7,Humid / Overcast,0,22.2,LOW,1
164784,2026-04-04T03:00:00,MAA_CENTRAL_STATION,6,779,701,26.1,93,0.0,6.4,Humid / Overcast,0,24.3,LOW,1
164785,2026-04-04T04:00:00,MAA_CENTRAL_STATION,6,798,718,30.1,95,0.0,6.7,Humid / Overcast,0,24.9,LOW,1
164786,2026-04-04T05:00:00,MAA_CENTRAL_STATION,12,1201,1080,28.8,90,0.0,7.6,Humid / Overcast,0,21.6,LOW,1
164787,2026-04-04T06:00:00,MAA_CENTRAL_STATION,12,2954,1567,30.5,84,0.0,4.0,Humid / Overcast,0,37.3,MODERATE,1
164788,2026-04-04T07:00:00,MAA_CENTRAL_STATION,12,3853,1749,33.0,79,0.0,6.2,Sunny & Warm,0,44.3,MODERATE,1
164789,2026-04-04T08:00:00,MAA_CENTRAL_STATION,12,5022,1815,32.9,85,0.0,8.9,Sunny & Warm,0,50.9,MODERATE,1
