route_id,service_id,trip_id,trip_headsign,direction_id
MUNI_T_CENTRAL,WD_SERVICE,T_1055,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1056,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_METRO_K_T,WD_SERVICE,T_1057,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1058,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1059,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1060,Inbound / Outbound MUNI_CABLE_CAR_PM,1
BART_CORE,WD_SERVICE,T_1061,Inbound / Outbound BART_CORE,0
MUNI_METRO_K_T,WD_SERVICE,T_1062,Inbound / Outbound MUNI_METRO_K_T,1
MUNI_METRO_N,WD_SERVICE,T_1063,Inbound / Outbound MUNI_METRO_N,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1064,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_F_MARKET,WD_SERVICE,T_1065,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1066,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1067,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_1068,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1069,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1070,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_1071,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1072,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_METRO_K_T,WD_SERVICE,T_1073,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1074,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_1075,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_1076,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1077,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1078,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_1079,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_1080,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1081,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1082,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_1083,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_1084,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1085,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1086,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_1087,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_1088,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1089,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1090,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1091,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1092,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1093,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1094,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1095,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1096,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1097,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1098,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1099,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1100,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1101,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1102,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1103,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1104,Inbound / Outbound MUNI_BUS_44,1
MUNI_T_CENTRAL,WD_SERVICE,T_1105,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1106,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1107,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1108,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1109,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1110,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1111,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1112,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_METRO_K_T,WD_SERVICE,T_1113,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1114,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1115,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1116,Inbound / Outbound MUNI_CABLE_CAR_PM,1
BART_CORE,WD_SERVICE,T_1117,Inbound / Outbound BART_CORE,0
MUNI_METRO_K_T,WD_SERVICE,T_1118,Inbound / Outbound MUNI_METRO_K_T,1
MUNI_METRO_N,WD_SERVICE,T_1119,Inbound / Outbound MUNI_METRO_N,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1120,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1121,Inbound / Outbound MUNI_CABLE_CAR_PM,0
BART_CORE,WD_SERVICE,T_1122,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1123,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1124,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1125,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1126,Inbound / Outbound MUNI_CABLE_CAR_PM,1
BART_CORE,WD_SERVICE,T_1127,Inbound / Outbound BART_CORE,0
MUNI_METRO_K_T,WD_SERVICE,T_1128,Inbound / Outbound MUNI_METRO_K_T,1
MUNI_METRO_N,WD_SERVICE,T_1129,Inbound / Outbound MUNI_METRO_N,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1130,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1131,Inbound / Outbound MUNI_CABLE_CAR_PM,0
BART_CORE,WD_SERVICE,T_1132,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1133,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1134,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_1135,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1136,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1137,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_1138,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1139,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1140,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_1141,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1142,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1143,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_1144,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1145,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1146,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_1147,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1148,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1149,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_1150,Inbound / Outbound MUNI_F_MARKET,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1151,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1152,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_F_MARKET,WD_SERVICE,T_1153,Inbound / Outbound MUNI_F_MARKET,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1154,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1155,Inbound / Outbound MUNI_CABLE_CAR_PM,0
MUNI_F_MARKET,WD_SERVICE,T_1156,Inbound / Outbound MUNI_F_MARKET,1
MUNI_METRO_K_T,WD_SERVICE,T_1157,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1158,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_1159,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_1160,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1161,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1162,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_1163,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_1164,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1165,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1166,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_1167,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_1168,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1169,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1170,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_1171,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_1172,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1173,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1174,Inbound / Outbound MUNI_METRO_N,1
MUNI_F_MARKET,WD_SERVICE,T_1175,Inbound / Outbound MUNI_F_MARKET,0
BART_CORE,WD_SERVICE,T_1176,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1177,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1178,Inbound / Outbound MUNI_METRO_N,1
MUNI_METRO_K_T,WD_SERVICE,T_1179,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1180,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_1181,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_1182,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1183,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1184,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_1185,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_1186,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1187,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1188,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_1189,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_1190,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1191,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1192,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_1193,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_1194,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1195,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1196,Inbound / Outbound MUNI_METRO_N,1
MUNI_T_CENTRAL,WD_SERVICE,T_1197,Inbound / Outbound MUNI_T_CENTRAL,0
BART_CORE,WD_SERVICE,T_1198,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1199,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1200,Inbound / Outbound MUNI_METRO_N,1
MUNI_METRO_N,WD_SERVICE,T_1201,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1202,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1203,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1204,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1205,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1206,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1207,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1208,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1209,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1210,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1211,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1212,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1213,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1214,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1215,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1216,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1217,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1218,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1219,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1220,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1221,Inbound / Outbound MUNI_METRO_N,0
BART_CORE,WD_SERVICE,T_1222,Inbound / Outbound BART_CORE,1
MUNI_METRO_N,WD_SERVICE,T_1223,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1224,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1225,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1226,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1227,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1228,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1229,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1230,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1231,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1232,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1233,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1234,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1235,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1236,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1237,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1238,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1239,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1240,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1241,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1242,Inbound / Outbound MUNI_BUS_44,1
MUNI_METRO_N,WD_SERVICE,T_1243,Inbound / Outbound MUNI_METRO_N,0
MUNI_BUS_44,WD_SERVICE,T_1244,Inbound / Outbound MUNI_BUS_44,1
MUNI_T_CENTRAL,WD_SERVICE,T_1245,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1246,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1247,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1248,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1249,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1250,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1251,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1252,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1253,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1254,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1255,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1256,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1257,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1258,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1259,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1260,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1261,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1262,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1263,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1264,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_T_CENTRAL,WD_SERVICE,T_1265,Inbound / Outbound MUNI_T_CENTRAL,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1266,Inbound / Outbound MUNI_CABLE_CAR_PM,1
MUNI_METRO_K_T,WD_SERVICE,T_1267,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1268,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1269,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1270,Inbound / Outbound MUNI_CABLE_CAR_PM,1
BART_CORE,WD_SERVICE,T_1271,Inbound / Outbound BART_CORE,0
MUNI_METRO_K_T,WD_SERVICE,T_1272,Inbound / Outbound MUNI_METRO_K_T,1
MUNI_METRO_N,WD_SERVICE,T_1273,Inbound / Outbound MUNI_METRO_N,0
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1274,Inbound / Outbound MUNI_CABLE_CAR_PH,1
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1275,Inbound / Outbound MUNI_CABLE_CAR_PM,0
BART_CORE,WD_SERVICE,T_1276,Inbound / Outbound BART_CORE,1
MUNI_METRO_K_T,WD_SERVICE,T_1277,Inbound / Outbound MUNI_METRO_K_T,0
MUNI_METRO_N,WD_SERVICE,T_1278,Inbound / Outbound MUNI_METRO_N,1
MUNI_CABLE_CAR_PH,WD_SERVICE,T_1279,Inbound / Outbound MUNI_CABLE_CAR_PH,0
MUNI_CABLE_CAR_PM,WD_SERVICE,T_1280,Inbound / Outbound MUNI_CABLE_CAR_PM,1
BART_CORE,WD_SERVICE,T_1281,Inbound / Outbound BART_CORE,0
